OBJECTID,FID_covert,Nom_Clase,ID_Clase,Area,COV,COV_ID,FID_Polygo,Name,FolderPath,Shape_Leng,Shape_Area,aream2,cover,batimv2uw,lon,lat
"147","51017",Tocones y Pedacería de Coral,"6",63.99999994270,"51017","51018","3",RF CS,PUMA.kmz,0.00029824038,0.00000000555,64.051,bare substrate,-4.00000000000,-86.971,20.718
"148","51018",Tocones y Pedacería de Coral,"6",208.00000001300,"51018","51019","3",RF CS,PUMA.kmz,0.00074560094,0.00000001805,208.166,bare substrate,-4.20000000000,-86.970,20.719
"149","51019",Tocones y Pedacería de Coral,"6",64.00000001350,"51019","51020","3",RF CS,PUMA.kmz,0.00029824038,0.00000000555,64.051,bare substrate,-3.90000000000,-86.970,20.719
"150","51020",Tocones y Pedacería de Coral,"6",127.99999997800,"51020","51021","3",RF CS,PUMA.kmz,0.00045190934,0.00000001111,128.102,bare substrate,-5.00000000000,-86.967,20.721
"151","51021",Tocones y Pedacería de Coral,"6",63.99999993020,"51021","51022","3",RF CS,PUMA.kmz,0.00029824398,0.00000000555,64.052,bare substrate,-5.10000000000,-86.966,20.721
"152","51022",Tocones y Pedacería de Coral,"6",1200.00000008000,"51022","51023","3",RF CS,PUMA.kmz,0.00238594461,0.00000010414,1200.961,bare substrate,-4.60000000000,-86.967,20.721
"153","51023",Tocones y Pedacería de Coral,"6",96.00000006430,"51023","51024","3",RF CS,PUMA.kmz,0.00044736506,0.00000000833,96.077,bare substrate,-4.10000000000,-86.967,20.722
"154","51024",Tocones y Pedacería de Coral,"6",351.99999995400,"51024","51025","3",RF CS,PUMA.kmz,0.00089927800,0.00000003055,352.282,bare substrate,-4.60000000000,-86.966,20.722
"155","51025",Tocones y Pedacería de Coral,"6",127.99999990200,"51025","51026","3",RF CS,PUMA.kmz,0.00044736596,0.00000001111,128.103,bare substrate,-4.10000000000,-86.967,20.722
"156","51026",Tocones y Pedacería de Coral,"6",183231.99999800001,"51026","51027","3",RF CS,PUMA.kmz,0.13902347502,0.00001572611,181364.832,bare substrate,-1.60000000000,-86.977,20.714
"157","51026",Tocones y Pedacería de Coral,"6",183231.99999800001,"51026","51027","4",BR CS,PUMA.kmz,0.00924915501,0.00000014497,1671.842,bare substrate,-0.30000000000,-86.969,20.721
"158","51027",Tocones y Pedacería de Coral,"6",80.00000000190,"51027","51028","3",RF CS,PUMA.kmz,0.00037053148,0.00000000694,80.063,bare substrate,-2.70000000000,-86.967,20.722
"159","51028",Tocones y Pedacería de Coral,"6",111.99999999600,"51028","51029","3",RF CS,PUMA.kmz,0.00052419954,0.00000000972,112.089,bare substrate,-4.10000000000,-86.966,20.722
"160","51029",Tocones y Pedacería de Coral,"6",479.99999994400,"51029","51030","3",RF CS,PUMA.kmz,0.00134664306,0.00000004166,480.384,bare substrate,-5.10000000000,-86.966,20.722
"161","51030",Tocones y Pedacería de Coral,"6",143.99999995500,"51030","51031","3",RF CS,PUMA.kmz,0.00052420044,0.00000001250,144.115,bare substrate,-4.80000000000,-86.966,20.722
"162","51031",Tocones y Pedacería de Coral,"6",384.00000001300,"51031","51032","3",RF CS,PUMA.kmz,0.00089473193,0.00000003333,384.308,bare substrate,-4.90000000000,-86.965,20.722
"163","51032",Tocones y Pedacería de Coral,"6",160.00000001200,"51032","51033","3",RF CS,PUMA.kmz,0.00051965347,0.00000001389,160.128,bare substrate,-5.10000000000,-86.965,20.722
"164","51033",Tocones y Pedacería de Coral,"6",127.99999993500,"51033","51034","3",RF CS,PUMA.kmz,0.00044736776,0.00000001111,128.103,bare substrate,-4.80000000000,-86.965,20.723
"165","51034",Tocones y Pedacería de Coral,"6",399.99999998300,"51034","51035","1",RF N,PUMA.kmz,0.00101138921,0.00000003316,382.442,bare substrate,-4.80000000000,-86.964,20.723
"166","51035",Tocones y Pedacería de Coral,"6",944.00000008500,"51035","51036","1",RF N,PUMA.kmz,0.00238596170,0.00000008192,944.756,bare substrate,-5.10000000000,-86.964,20.723
"167","51038",Tocones y Pedacería de Coral,"6",175.99999998000,"51038","51039","1",RF N,PUMA.kmz,0.00052420764,0.00000001527,176.141,bare substrate,-5.70000000000,-86.961,20.726
"168","51039",Tocones y Pedacería de Coral,"6",368.00000002900,"51039","51040","1",RF N,PUMA.kmz,0.00097158260,0.00000003194,368.295,bare substrate,-5.90000000000,-86.960,20.727
"169","51040",Tocones y Pedacería de Coral,"6",64.00000001630,"51040","51041","1",RF N,PUMA.kmz,0.00029824847,0.00000000555,64.051,bare substrate,-6.00000000000,-86.960,20.727
"170","51041",Tocones y Pedacería de Coral,"6",288.00000001400,"51041","51042","1",RF N,PUMA.kmz,0.00074562254,0.00000002499,288.230,bare substrate,-5.90000000000,-86.959,20.727
"171","51042",Tocones y Pedacería de Coral,"6",192.00000002300,"51042","51043","1",RF N,PUMA.kmz,0.00066878716,0.00000001666,192.154,bare substrate,-6.30000000000,-86.959,20.728
"172","51043",Tocones y Pedacería de Coral,"6",207.99999999300,"51043","51044","1",RF N,PUMA.kmz,0.00075017401,0.00000001805,208.166,bare substrate,-6.20000000000,-86.959,20.728
"173","51044",Tocones y Pedacería de Coral,"6",463.99999998900,"51044","51045","1",RF N,PUMA.kmz,0.00147760056,0.00000004027,464.373,bare substrate,-5.50000000000,-86.958,20.729
"174","51045",Tocones y Pedacería de Coral,"6",208.00000003400,"51045","51046","1",RF N,PUMA.kmz,0.00066878806,0.00000001805,208.167,bare substrate,-5.60000000000,-86.958,20.729
"175","51046",Tocones y Pedacería de Coral,"6",175.99999988700,"51046","51047","1",RF N,PUMA.kmz,0.00067333863,0.00000001527,176.141,bare substrate,-5.80000000000,-86.958,20.729
"176","51047",Tocones y Pedacería de Coral,"6",93232.00000010000,"51047","51048","1",RF N,PUMA.kmz,0.07759187959,0.00000652841,75284.235,bare substrate,-2.50000000000,-86.962,20.726
"177","51047",Tocones y Pedacería de Coral,"6",93232.00000010000,"51047","51048","2",BR N,PUMA.kmz,0.00097020732,0.00000002156,248.608,bare substrate,-0.30000000000,-86.962,20.727
"178","51047",Tocones y Pedacería de Coral,"6",93232.00000010000,"51047","51048","3",RF CS,PUMA.kmz,0.01809930494,0.00000138869,16014.464,bare substrate,-0.60000000000,-86.965,20.724
"179","51047",Tocones y Pedacería de Coral,"6",93232.00000010000,"51047","51048","4",BR CS,PUMA.kmz,0.00016363558,0.00000000088,10.198,bare substrate,-0.20000000000,-86.966,20.723
"180","51048",Tocones y Pedacería de Coral,"6",223.99999997700,"51048","51049","1",RF N,PUMA.kmz,0.00059650235,0.00000001944,224.179,bare substrate,-5.90000000000,-86.958,20.729
"181","51049",Tocones y Pedacería de Coral,"6",143.99999995600,"51049","51050","1",RF N,PUMA.kmz,0.00052421574,0.00000001250,144.116,bare substrate,-5.80000000000,-86.958,20.730
"182","51050",Tocones y Pedacería de Coral,"6",175.99999999000,"51050","51051","1",RF N,PUMA.kmz,0.00060105292,0.00000001527,176.141,bare substrate,-6.80000000000,-86.957,20.730
"183","51051",Tocones y Pedacería de Coral,"6",64.00000007450,"51051","51052","1",RF N,PUMA.kmz,0.00029825117,0.00000000555,64.051,bare substrate,-5.20000000000,-86.958,20.730
"184","51052",Tocones y Pedacería de Coral,"6",416.00000015400,"51052","51053","1",RF N,PUMA.kmz,0.00103932764,0.00000003610,416.333,bare substrate,-4.30000000000,-86.958,20.730
"185","51053",Tocones y Pedacería de Coral,"6",128.00000003100,"51053","51054","1",RF N,PUMA.kmz,0.00044737766,0.00000001111,128.102,bare substrate,-6.10000000000,-86.957,20.730
"186","51054",Tocones y Pedacería de Coral,"6",1552.00000019000,"51054","51055","1",RF N,PUMA.kmz,0.00432920338,0.00000013470,1553.239,bare substrate,-4.80000000000,-86.957,20.730
"187","51055",Tocones y Pedacería de Coral,"6",143.99999992300,"51055","51056","1",RF N,PUMA.kmz,0.00059650415,0.00000001250,144.115,bare substrate,-4.50000000000,-86.957,20.730
"188","51056",Tocones y Pedacería de Coral,"6",6719.99999972000,"51056","51057","1",RF N,PUMA.kmz,0.00973815622,0.00000058322,6725.377,bare substrate,-3.00000000000,-86.958,20.730
"189","51057",Tocones y Pedacería de Coral,"6",351.99999998200,"51057","51058","1",RF N,PUMA.kmz,0.00096249316,0.00000003055,352.280,bare substrate,-6.10000000000,-86.956,20.730
"190","51058",Tocones y Pedacería de Coral,"6",63.99999998530,"51058","51059","1",RF N,PUMA.kmz,0.00037054138,0.00000000555,64.052,bare substrate,-6.00000000000,-86.956,20.731
"191","51059",Tocones y Pedacería de Coral,"6",815.99999988700,"51059","51060","1",RF N,PUMA.kmz,0.00163584258,0.00000007082,816.655,bare substrate,-6.00000000000,-86.956,20.731
"192","51060",Tocones y Pedacería de Coral,"6",384.00000002400,"51060","51061","1",RF N,PUMA.kmz,0.00097159970,0.00000003333,384.307,bare substrate,-5.90000000000,-86.955,20.732
"193","51061",Tocones y Pedacería de Coral,"6",79.99999997580,"51061","51062","1",RF N,PUMA.kmz,0.00037054228,0.00000000694,80.064,bare substrate,-7.40000000000,-86.955,20.733
"194","51062",Tocones y Pedacería de Coral,"6",127.99999993700,"51062","51063","2",BR N,PUMA.kmz,0.00052877440,0.00000001111,128.103,bare substrate,-2.60000000000,-86.958,20.733
"195","51063",Tocones y Pedacería de Coral,"6",336.00000003300,"51063","51064","1",RF N,PUMA.kmz,0.00104844497,0.00000002916,336.270,bare substrate,-7.50000000000,-86.955,20.733
"196","51064",Tocones y Pedacería de Coral,"6",79.99999994550,"51064","51065","1",RF N,PUMA.kmz,0.00010608620,0.00000000031,3.599,bare substrate,-2.20000000000,-86.957,20.733
"197","51065",Tocones y Pedacería de Coral,"6",3776.00000010000,"51065","51066","1",RF N,PUMA.kmz,0.00785423299,0.00000032772,3779.022,bare substrate,-5.60000000000,-86.955,20.733
"198","51066",Tocones y Pedacería de Coral,"6",64.00000003930,"51066","51067","2",BR N,PUMA.kmz,0.00016498458,0.00000000105,12.090,bare substrate,-2.50000000000,-86.958,20.734
"199","51067",Tocones y Pedacería de Coral,"6",191.99999995600,"51067","51068","1",RF N,PUMA.kmz,0.00028992818,0.00000000189,21.782,bare substrate,-1.80000000000,-86.957,20.734
"200","51071",Tocones y Pedacería de Coral,"6",5039.99999983000,"51071","51072","1",RF N,PUMA.kmz,0.01003442644,0.00000043657,5034.141,bare substrate,-5.50000000000,-86.955,20.734
"201","51080",Tocones y Pedacería de Coral,"6",624.00000003300,"51080","51081","1",RF N,PUMA.kmz,0.00176796001,0.00000005336,615.324,bare substrate,-5.40000000000,-86.956,20.735
"202","51089",Tocones y Pedacería de Coral,"6",319.99999993200,"51089","51090","1",RF N,PUMA.kmz,0.00103235525,0.00000002742,316.127,bare substrate,-8.30000000000,-86.954,20.737
"203","51091",Tocones y Pedacería de Coral,"6",63.99999996570,"51091","51092","1",RF N,PUMA.kmz,0.00020697537,0.00000000218,25.154,bare substrate,-8.30000000000,-86.954,20.737
"204","51102",Tocones y Pedacería de Coral,"6",3023.99999988000,"51102","51103","1",RF N,PUMA.kmz,0.00208160473,0.00000010244,1181.184,bare substrate,-5.30000000000,-86.956,20.739
"205","51104",Tocones y Pedacería de Coral,"6",143.99999996800,"51104","51105","1",RF N,PUMA.kmz,0.00059196707,0.00000001250,144.115,bare substrate,-4.40000000000,-86.956,20.740
"206","51105",Tocones y Pedacería de Coral,"6",192.00000000500,"51105","51106","1",RF N,PUMA.kmz,0.00060107990,0.00000001666,192.154,bare substrate,-3.30000000000,-86.958,20.741
"207","51106",Tocones y Pedacería de Coral,"6",64.00000000470,"51106","51107","1",RF N,PUMA.kmz,0.00037054948,0.00000000555,64.051,bare substrate,-4.40000000000,-86.957,20.741
"208","51107",Tocones y Pedacería de Coral,"6",79.99999999070,"51107","51108","1",RF N,PUMA.kmz,0.00037510544,0.00000000694,80.063,bare substrate,-4.20000000000,-86.960,20.741
"209","51108",Tocones y Pedacería de Coral,"6",544.00000001500,"51108","51109","1",RF N,PUMA.kmz,0.00170817326,0.00000004722,544.436,bare substrate,-3.80000000000,-86.956,20.740
"210","51109",Tocones y Pedacería de Coral,"6",64.00000003800,"51109","51110","1",RF N,PUMA.kmz,0.00037054947,0.00000000555,64.051,bare substrate,-4.00000000000,-86.960,20.741
"211","51110",Tocones y Pedacería de Coral,"6",159.99999997000,"51110","51111","1",RF N,PUMA.kmz,0.00051221438,0.00000001275,147.009,bare substrate,-4.10000000000,-86.958,20.741
"212","51111",Tocones y Pedacería de Coral,"6",112.00000000500,"51111","51112","1",RF N,PUMA.kmz,0.00044739295,0.00000000972,112.089,bare substrate,-4.20000000000,-86.958,20.741
"213","51112",Tocones y Pedacería de Coral,"6",112.00000002300,"51112","51113","1",RF N,PUMA.kmz,0.00059196976,0.00000000972,112.089,bare substrate,-3.60000000000,-86.958,20.741
"214","51113",Tocones y Pedacería de Coral,"6",576.00000006000,"51113","51114","1",RF N,PUMA.kmz,0.00127900776,0.00000004999,576.461,bare substrate,-5.10000000000,-86.958,20.741
"215","51114",Tocones y Pedacería de Coral,"6",95.99999997600,"51114","51115","1",RF N,PUMA.kmz,0.00037055037,0.00000000833,96.077,bare substrate,-4.90000000000,-86.957,20.741
"216","51115",Tocones y Pedacería de Coral,"6",368.00000001000,"51115","51116","1",RF N,PUMA.kmz,0.00127445180,0.00000003194,368.296,bare substrate,-4.50000000000,-86.958,20.742
"217","51116",Tocones y Pedacería de Coral,"6",352.00000005600,"51116","51117","1",RF N,PUMA.kmz,0.00089934816,0.00000003055,352.282,bare substrate,-5.20000000000,-86.958,20.742
"218","51117",Tocones y Pedacería de Coral,"6",223.99999998800,"51117","51118","1",RF N,PUMA.kmz,0.00082250289,0.00000001944,224.180,bare substrate,-4.80000000000,-86.957,20.742
"219","51118",Tocones y Pedacería de Coral,"6",127.99999995800,"51118","51119","1",RF N,PUMA.kmz,0.00045195251,0.00000001111,128.102,bare substrate,-4.40000000000,-86.957,20.742
"220","51120",Tocones y Pedacería de Coral,"6",144.00000000300,"51120","51121","1",RF N,PUMA.kmz,0.00051512629,0.00000001250,144.115,bare substrate,-5.10000000000,-86.958,20.742
"221","51121",Tocones y Pedacería de Coral,"6",95.99999997640,"51121","51122","1",RF N,PUMA.kmz,0.00052423912,0.00000000833,96.076,bare substrate,-5.10000000000,-86.957,20.742
"222","51122",Tocones y Pedacería de Coral,"6",128.00000001400,"51122","51123","1",RF N,PUMA.kmz,0.00060108439,0.00000001111,128.102,bare substrate,-5.20000000000,-86.958,20.742
"223","51123",Tocones y Pedacería de Coral,"6",191.99999998500,"51123","51124","1",RF N,PUMA.kmz,0.00089934816,0.00000001666,192.153,bare substrate,-5.20000000000,-86.958,20.742
"224","51125",Tocones y Pedacería de Coral,"6",160179.84000000000,"51125","51126","1",RF N,PUMA.kmz,0.14614891631,0.00001172032,135147.329,bare substrate,-5.70000000000,-86.955,20.738
"225","51126",Tocones y Pedacería de Coral,"6",123.19999999000,"51126","51127","1",RF N,PUMA.kmz,0.00049662994,0.00000001069,123.298,bare substrate,-7.30000000000,-86.955,20.743
"226","51127",Tocones y Pedacería de Coral,"6",3055.99999991000,"51127","51128","1",RF N,PUMA.kmz,0.00550876773,0.00000026525,3058.444,bare substrate,-5.70000000000,-86.955,20.742
"227","51128",Tocones y Pedacería de Coral,"6",96.00000002000,"51128","51129","1",RF N,PUMA.kmz,0.00038478219,0.00000000604,69.698,bare substrate,-6.10000000000,-86.955,20.743
"228","51129",Tocones y Pedacería de Coral,"6",223.99999997100,"51129","51130","1",RF N,PUMA.kmz,0.00074996322,0.00000001643,189.416,bare substrate,-5.40000000000,-86.958,20.743
"229","51130",Tocones y Pedacería de Coral,"6",1088.00000001000,"51130","51131","1",RF N,PUMA.kmz,0.00190959186,0.00000007388,851.830,bare substrate,-5.30000000000,-86.954,20.743
"230","51132",Tocones y Pedacería de Coral,"6",224.00000000800,"51132","51133","1",RF N,PUMA.kmz,0.00060002326,0.00000001645,189.701,bare substrate,-5.50000000000,-86.953,20.743
"231","51133",Tocones y Pedacería de Coral,"6",144.00000000600,"51133","51134","1",RF N,PUMA.kmz,0.00066881684,0.00000001250,144.116,bare substrate,-6.10000000000,-86.955,20.743
"232","51134",Tocones y Pedacería de Coral,"6",63.99999996040,"51134","51135","1",RF N,PUMA.kmz,0.00027735755,0.00000000476,54.829,bare substrate,-5.40000000000,-86.953,20.743
"233","51135",Tocones y Pedacería de Coral,"6",144.00000000000,"51135","51136","1",RF N,PUMA.kmz,0.00060108799,0.00000001250,144.114,bare substrate,-5.00000000000,-86.954,20.743
"234","51136",Tocones y Pedacería de Coral,"6",256.00000001700,"51136","51137","1",RF N,PUMA.kmz,0.00081339006,0.00000002222,256.204,bare substrate,-6.00000000000,-86.955,20.743
"235","51137",Tocones y Pedacería de Coral,"6",128.00000001700,"51137","51138","1",RF N,PUMA.kmz,0.00059653023,0.00000001111,128.102,bare substrate,-5.20000000000,-86.953,20.743
"236","51138",Tocones y Pedacería de Coral,"6",224.00000005500,"51138","51139","1",RF N,PUMA.kmz,0.00080956808,0.00000001915,220.789,bare substrate,-5.90000000000,-86.955,20.744
"237","51139",Tocones y Pedacería de Coral,"6",96.00000005640,"51139","51140","1",RF N,PUMA.kmz,0.00037511084,0.00000000833,96.077,bare substrate,-5.50000000000,-86.955,20.744
"238","51140",Tocones y Pedacería de Coral,"6",848.00000007600,"51140","51141","1",RF N,PUMA.kmz,0.00248575771,0.00000007360,848.678,bare substrate,-4.50000000000,-86.953,20.744
"239","51141",Tocones y Pedacería de Coral,"6",64.00000004140,"51141","51142","1",RF N,PUMA.kmz,0.00029826557,0.00000000555,64.051,bare substrate,-6.10000000000,-86.954,20.744
"240","51142",Tocones y Pedacería de Coral,"6",560.00000000700,"51142","51143","1",RF N,PUMA.kmz,0.00115967240,0.00000004039,465.676,bare substrate,-5.70000000000,-86.955,20.744
"241","51143",Tocones y Pedacería de Coral,"6",1775.99999995000,"51143","51144","1",RF N,PUMA.kmz,0.00356435281,0.00000014999,1729.437,bare substrate,-5.60000000000,-86.953,20.744
"242","58943",Octocorales,"7",351.99999998100,"58943","58944","3",RF CS,PUMA.kmz,0.00097150613,0.00000003054,352.281,life cover,-5.50000000000,-86.985,20.705
"243","58944",Octocorales,"7",751.99999989700,"58944","58945","3",RF CS,PUMA.kmz,0.00141431522,0.00000006525,752.602,life cover,-4.40000000000,-86.985,20.706
"244","58948",Octocorales,"7",560.00000002100,"58948","58949","3",RF CS,PUMA.kmz,0.00112063712,0.00000004860,560.448,life cover,-5.10000000000,-86.980,20.710
"245","58951",Octocorales,"7",592.00000000200,"58951","58952","3",RF CS,PUMA.kmz,0.00157253476,0.00000005137,592.473,life cover,-5.00000000000,-86.979,20.711
"246","58952",Octocorales,"7",928.00000005400,"58952","58953","3",RF CS,PUMA.kmz,0.00193397229,0.00000008053,928.743,life cover,-5.10000000000,-86.978,20.711
"247","58953",Octocorales,"7",368.00000003700,"58953","58954","3",RF CS,PUMA.kmz,0.00082241653,0.00000003193,368.295,life cover,-4.80000000000,-86.977,20.712
"248","58954",Octocorales,"7",416.00000006600,"58954","58955","3",RF CS,PUMA.kmz,0.00126068585,0.00000003610,416.333,life cover,-4.80000000000,-86.977,20.712
"249","58960",Octocorales,"7",911.99999997100,"58960","58961","3",RF CS,PUMA.kmz,0.00222768909,0.00000007914,912.728,life cover,-4.80000000000,-86.974,20.715
"250","58961",Octocorales,"7",335.99999993000,"58961","58962","3",RF CS,PUMA.kmz,0.00089925371,0.00000002916,336.269,life cover,-9.30000000000,-86.971,20.716
"251","58963",Octocorales,"7",711056.00000300002,"58963","58964","3",RF CS,PUMA.kmz,0.10312381984,0.00002186882,252213.246,life cover,-9.10000000000,-86.978,20.709
"252","58966",Octocorales,"7",28960.00000020000,"58966","58967","3",RF CS,PUMA.kmz,0.01643970266,0.00000242409,27955.667,life cover,-7.50000000000,-86.970,20.717
"253","58967",Octocorales,"7",12656.00000010000,"58967","58968","3",RF CS,PUMA.kmz,0.00732870996,0.00000108576,12521.363,life cover,-8.30000000000,-86.968,20.719
"254","58976",Octocorales,"7",99296.00000109999,"58976","58977","1",RF N,PUMA.kmz,0.03348731366,0.00000471731,54399.291,life cover,-11.00000000000,-86.958,20.727
"255","58976",Octocorales,"7",99296.00000109999,"58976","58977","3",RF CS,PUMA.kmz,0.01956099089,0.00000324812,37457.906,life cover,-8.60000000000,-86.965,20.721
"256","58977",Octocorales,"7",319.99999992900,"58977","58978","1",RF N,PUMA.kmz,0.00089477151,0.00000002777,320.257,life cover,-8.20000000000,-86.954,20.735
"257","58978",Octocorales,"7",4064.00000040000,"58978","58979","1",RF N,PUMA.kmz,0.00690717445,0.00000027540,3175.650,life cover,-8.30000000000,-86.954,20.737
"258","58979",Octocorales,"7",288.00000002500,"58979","58980","1",RF N,PUMA.kmz,0.00010959767,0.00000000014,1.626,life cover,-8.20000000000,-86.954,20.737
"259","58980",Octocorales,"7",848.00000000600,"58980","58981","1",RF N,PUMA.kmz,0.00053989931,0.00000000693,79.915,life cover,-8.00000000000,-86.954,20.738
"260","58981",Octocorales,"7",107376.00000000000,"58981","58982","1",RF N,PUMA.kmz,0.04899204648,0.00000828587,95545.564,life cover,-10.30000000000,-86.953,20.735
"261","58982",Octocorales,"7",495.99999994700,"58982","58983","1",RF N,PUMA.kmz,0.00061034126,0.00000000791,91.220,life cover,-7.90000000000,-86.954,20.738
"262","58983",Octocorales,"7",592.00000008900,"58983","58984","1",RF N,PUMA.kmz,0.00008176193,0.00000000022,2.539,life cover,-7.20000000000,-86.953,20.739
"263","70811",Octocorales y Corales,"8",3327.99999998000,"70811","70812","3",RF CS,PUMA.kmz,0.00437516120,0.00000026731,3082.966,life cover,-7.20000000000,-86.984,20.705
"264","70812",Octocorales y Corales,"8",1632.00000005000,"70812","70813","3",RF CS,PUMA.kmz,0.00276087103,0.00000014162,1633.307,life cover,-7.00000000000,-86.984,20.705
"265","70813",Octocorales y Corales,"8",463.99999995500,"70813","70814","3",RF CS,PUMA.kmz,0.00098170657,0.00000003387,390.621,life cover,-11.30000000000,-86.976,20.710
"266","70816",Octocorales y Corales,"8",1135.99999991000,"70816","70817","3",RF CS,PUMA.kmz,0.00200239131,0.00000007904,911.549,life cover,-11.00000000000,-86.971,20.715
"267","70817",Octocorales y Corales,"8",335.99999997200,"70817","70818","3",RF CS,PUMA.kmz,0.00068968862,0.00000001067,123.062,life cover,-11.20000000000,-86.970,20.717
"268","70818",Octocorales y Corales,"8",816.00000009400,"70818","70819","3",RF CS,PUMA.kmz,0.00118555265,0.00000005776,666.071,life cover,-9.40000000000,-86.969,20.717
"269","70819",Octocorales y Corales,"8",480.00000006400,"70819","70820","3",RF CS,PUMA.kmz,0.00086351941,0.00000001820,209.869,life cover,-11.50000000000,-86.965,20.720
"270","70821",Octocorales y Corales,"8",175.99999999500,"70821","70822","3",RF CS,PUMA.kmz,0.00015373208,0.00000000100,11.481,life cover,-12.60000000000,-86.964,20.722
"271","70822",Octocorales y Corales,"8",735.99999996600,"70822","70823","1",RF N,PUMA.kmz,0.00081362913,0.00000002322,267.755,life cover,-11.30000000000,-86.963,20.722
"272","70822",Octocorales y Corales,"8",735.99999996600,"70822","70823","3",RF CS,PUMA.kmz,0.00038239300,0.00000000684,78.885,life cover,-12.40000000000,-86.963,20.722
"273","70823",Octocorales y Corales,"8",479.99999999600,"70823","70824","1",RF N,PUMA.kmz,0.00090564035,0.00000002241,258.480,life cover,-12.80000000000,-86.957,20.728
"274","70824",Octocorales y Corales,"8",96.00000000230,"70824","70825","1",RF N,PUMA.kmz,0.00031991386,0.00000000466,53.784,life cover,-13.50000000000,-86.957,20.728
"275","70825",Octocorales y Corales,"8",144.00000002800,"70825","70826","1",RF N,PUMA.kmz,0.00018117712,0.00000000082,9.481,life cover,-13.10000000000,-86.957,20.729
"276","98984",Estructura Coralina,"5",16.00000000000,"98984","98985","1",RF N,PUMA.kmz,0.00014912199,0.00000000139,16.013,life cover,-10.30000000000,-86.962,20.723
"277","98985",Estructura Coralina,"5",16.00000000000,"98985","98986","1",RF N,PUMA.kmz,0.00014912379,0.00000000139,16.013,life cover,-5.70000000000,-86.959,20.728
"278","98986",Estructura Coralina,"5",31.99999996390,"98986","98987","1",RF N,PUMA.kmz,0.00022596456,0.00000000278,32.025,life cover,-7.30000000000,-86.956,20.731
"279","98989",Estructura Coralina,"5",143.99999998000,"98989","98990","1",RF N,PUMA.kmz,0.00052421934,0.00000001250,144.115,life cover,-8.30000000000,-86.955,20.731
"280","98990",Estructura Coralina,"5",31.99999997790,"98990","98991","1",RF N,PUMA.kmz,0.00022596546,0.00000000278,32.026,life cover,-8.30000000000,-86.955,20.731
"281","98991",Estructura Coralina,"5",31.99999997810,"98991","98992","1",RF N,PUMA.kmz,0.00022596546,0.00000000278,32.026,life cover,-8.30000000000,-86.955,20.732
"282","98993",Estructura Coralina,"5",31.99999999670,"98993","98994","1",RF N,PUMA.kmz,0.00022596546,0.00000000278,32.025,life cover,-8.30000000000,-86.955,20.732
"283","98994",Estructura Coralina,"5",32.00000003070,"98994","98995","1",RF N,PUMA.kmz,0.00022596726,0.00000000278,32.026,life cover,-8.20000000000,-86.955,20.732
"284","98995",Estructura Coralina,"5",32.00000003380,"98995","98996","1",RF N,PUMA.kmz,0.00022596546,0.00000000278,32.025,life cover,-8.30000000000,-86.955,20.732
"285","98996",Estructura Coralina,"5",32.00000000570,"98996","98997","1",RF N,PUMA.kmz,0.00022596726,0.00000000278,32.026,life cover,-8.60000000000,-86.954,20.732
"286","98997",Estructura Coralina,"5",16.00000000000,"98997","98998","1",RF N,PUMA.kmz,0.00014912649,0.00000000139,16.013,life cover,-8.40000000000,-86.954,20.732
"287","98998",Estructura Coralina,"5",32.00000000630,"98998","98999","1",RF N,PUMA.kmz,0.00022596726,0.00000000278,32.026,life cover,-8.30000000000,-86.955,20.732
"288","98999",Estructura Coralina,"5",32.00000001680,"98999","99000","1",RF N,PUMA.kmz,0.00022596726,0.00000000278,32.026,life cover,-8.20000000000,-86.955,20.732
"289","99000",Estructura Coralina,"5",31.99999996020,"99000","99001","1",RF N,PUMA.kmz,0.00022596726,0.00000000278,32.026,life cover,-8.30000000000,-86.954,20.733
"290","99001",Estructura Coralina,"5",31.99999999000,"99001","99002","1",RF N,PUMA.kmz,0.00022596726,0.00000000278,32.026,life cover,-8.10000000000,-86.954,20.733
"291","99002",Estructura Coralina,"5",31.99999999740,"99002","99003","1",RF N,PUMA.kmz,0.00022596726,0.00000000278,32.026,life cover,-8.60000000000,-86.954,20.733
"292","99003",Estructura Coralina,"5",48.00000001230,"99003","99004","1",RF N,PUMA.kmz,0.00006291418,0.00000000015,1.742,life cover,-2.00000000000,-86.957,20.734
"293","99004",Estructura Coralina,"5",32.00000000330,"99004","99005","1",RF N,PUMA.kmz,0.00022596816,0.00000000278,32.026,life cover,-8.40000000000,-86.954,20.734
"294","99010",Estructura Coralina,"5",31.99999999740,"99010","99011","1",RF N,PUMA.kmz,0.00011276956,0.00000000069,7.958,life cover,-8.00000000000,-86.954,20.738
"295","99012",Estructura Coralina,"5",31.99999999760,"99012","99013","1",RF N,PUMA.kmz,0.00008910325,0.00000000029,3.292,life cover,-8.10000000000,-86.954,20.738
"296","99013",Estructura Coralina,"5",192.00000000600,"99013","99014","1",RF N,PUMA.kmz,0.00060107900,0.00000001666,192.153,life cover,-3.60000000000,-86.956,20.740
"297","99014",Estructura Coralina,"5",31.99999997300,"99014","99015","1",RF N,PUMA.kmz,0.00019521696,0.00000000160,18.392,life cover,-4.10000000000,-86.959,20.741
"298","99016",Estructura Coralina,"5",32.00000000630,"99016","99017","1",RF N,PUMA.kmz,0.00022597626,0.00000000278,32.026,life cover,-5.20000000000,-86.958,20.742
