OBJECTID,FID_covert,Nom_Clase,ID_Clase,Area,COV,COV_ID,FID_Polygo,Name,FolderPath,Shape_Leng,Shape_Area,aream2,lon,lat,cover,Z
"818","128438",Tocones y Pedacería de Coral,"6",1983.99999991000,"128438","128439","1",RF N,PUMA.kmz,0.00329002505,0.00000017220,1985.58700000000,-86.95300000000,20.74300000000,bare substrate,-4.19999980927
"819","128439",Tocones y Pedacería de Coral,"6",703.99999995300,"128439","128440","1",RF N,PUMA.kmz,0.00165413120,0.00000006110,704.56400000000,-86.95300000000,20.74400000000,bare substrate,-5.20636340039
"820","128440",Tocones y Pedacería de Coral,"6",191.99999994200,"128440","128441","1",RF N,PUMA.kmz,0.00075478034,0.00000001666,192.15400000000,-86.95300000000,20.74400000000,bare substrate,-5.34500091893
"821","128441",Tocones y Pedacería de Coral,"6",96.00000000230,"128441","128442","1",RF N,PUMA.kmz,0.00053336095,0.00000000833,96.07600000000,-86.95300000000,20.74400000000,bare substrate,-5.64000031697
"969","133658",Estructura Coralina,"5",31.99999999700,"133658","133659","1",RF N,PUMA.kmz,0.00022597626,0.00000000278,32.02600000000,-86.95700000000,20.74200000000,life cover,-4.58000009781
"970","133659",Estructura Coralina,"5",48.00000003740,"133659","133660","1",RF N,PUMA.kmz,0.00030282153,0.00000000417,48.03900000000,-86.95400000000,20.74200000000,life cover,-3.34199929071
"971","133660",Estructura Coralina,"5",31.99999998350,"133660","133661","1",RF N,PUMA.kmz,0.00022597626,0.00000000278,32.02600000000,-86.95600000000,20.74200000000,life cover,-4.77200063781
"972","133661",Estructura Coralina,"5",47.99999998180,"133661","133662","1",RF N,PUMA.kmz,0.00030282153,0.00000000417,48.03800000000,-86.95400000000,20.74200000000,life cover,-3.62600077300
"973","133662",Estructura Coralina,"5",48.00000001400,"133662","133663","1",RF N,PUMA.kmz,0.00030282063,0.00000000417,48.03800000000,-86.95600000000,20.74200000000,life cover,-4.30000019073
"974","133663",Estructura Coralina,"5",48.00000000070,"133663","133664","1",RF N,PUMA.kmz,0.00030282153,0.00000000417,48.03800000000,-86.95600000000,20.74200000000,life cover,-4.48199990648
"975","133664",Estructura Coralina,"5",31.99999999740,"133664","133665","1",RF N,PUMA.kmz,0.00022597716,0.00000000278,32.02600000000,-86.95600000000,20.74300000000,life cover,-4.84000025735
"976","133665",Estructura Coralina,"5",47.99999997490,"133665","133666","1",RF N,PUMA.kmz,0.00030282243,0.00000000417,48.03900000000,-86.95700000000,20.74300000000,life cover,-4.76999965945
"977","133666",Estructura Coralina,"5",48.00000000050,"133666","133667","1",RF N,PUMA.kmz,0.00030282333,0.00000000417,48.03900000000,-86.95300000000,20.74300000000,life cover,-4.93999989727
"13","8653",Sedimentos,"1",703.99999995800,"8653","8654","1",RF N,PUMA.kmz,0.00121898801,0.00000002940,338.96500000000,-86.96100000000,20.74100000000,bare substrate,-4.02103615158
"14","8654",Sedimentos,"1",607.99999996700,"8654","8655","1",RF N,PUMA.kmz,0.00112076395,0.00000005277,608.48700000000,-86.95800000000,20.74100000000,bare substrate,-3.91839949536
"15","8655",Sedimentos,"1",719.99999997800,"8655","8656","1",RF N,PUMA.kmz,0.00142358098,0.00000006249,720.57700000000,-86.95800000000,20.74100000000,bare substrate,-4.40000009537
"16","8656",Sedimentos,"1",351.99999999100,"8656","8657","1",RF N,PUMA.kmz,0.00092738736,0.00000001641,189.19600000000,-86.96100000000,20.74100000000,bare substrate,-4.30000019073
"17","8657",Sedimentos,"1",1872.00000006000,"8657","8658","1",RF N,PUMA.kmz,0.00304580693,0.00000016248,1873.49800000000,-86.95700000000,20.74100000000,bare substrate,-4.50387010434
"21","8752",Sedimentos,"1",5345306.55999999959,"8752","8753","1",RF N,PUMA.kmz,0.09226314902,0.00000597069,68847.06800000000,-86.95300000000,20.74000000000,bare substrate,-6.25876110970
"21","8752",Sedimentos,"1",5345306.55999999959,"8752","8753","1",RF N,PUMA.kmz,0.09226314902,0.00000597069,68847.06800000000,-86.96000000000,20.74000000000,bare substrate,-5.09999990463
"21","8752",Sedimentos,"1",5345306.55999999959,"8752","8753","1",RF N,PUMA.kmz,0.09226314902,0.00000597069,68847.06800000000,-86.96000000000,20.74000000000,bare substrate,-4.39881655834
"21","8752",Sedimentos,"1",5345306.55999999959,"8752","8753","1",RF N,PUMA.kmz,0.09226314902,0.00000597069,68847.06800000000,-86.95700000000,20.74000000000,bare substrate,-4.69242304905
